Description,p_y101_y1015,q_y101_y1015,p_y101_y102,q_y101_y102,p_y101_y201,q_y101_y201,p_y101_y202,q_y101_y202,p_y102_y201,q_y102_y201,p_y102_y202,q_y102_y202,p_y201_y202,q_y201_y202,>1pep
DNA fragmentation factor subunit alpha OS=Homo sapiens GN=DFFA PE=1 SV=1,0.137673026,0.198038241,0.469933299,0.470449333,0.270642185,0.608824883,0.844530689,0.790564813,0.591288114,0.401483573,0.456703062,1,0.266451511,0.416634879,
"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens GN=B3GNT2 PE=1 SV=2",0.387151901,0.342695146,0.592577988,0.501847801,0.435997249,0.619209355,0.52751974,0.670932817,0.351476065,0.328510304,0.435006494,1,0.933073811,0.681304722,
Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens GN=PICALM PE=1 SV=2,0.198931486,0.239006064,0.443467856,0.460962128,0.577468045,0.655089362,0.546038605,0.678840974,0.940887122,0.511390428,0.782395426,1,0.843382582,0.652489551,
Chondroitin sulfate synthase 2 OS=Homo sapiens GN=CHPF PE=1 SV=2,0.335576156,0.318063281,0.513017839,0.482747644,0.531584836,0.63775814,0.461551955,0.639489144,0.382552479,0.335302175,0.413667373,1,0.626014187,0.564237801,
Spartin OS=Homo sapiens GN=SPART PE=1 SV=1,0.999550981,0.603998173,0.05237196,0.258749661,0.850732147,0.748284263,0.454411717,0.636571113,0.143737219,0.246068434,0.253316569,1,0.628531014,0.565478454,
Importin subunit alpha-1 OS=Homo sapiens GN=KPNA2 PE=1 SV=1,0.148793738,0.206151204,0.168787433,0.35480799,0.673056778,0.688024784,0.035491997,0.286383114,0.800062363,0.470331703,0.897554805,1,0.740607497,0.614738733,
Ras-related protein Rab-23 OS=Homo sapiens GN=RAB23 PE=1 SV=1,0.263932172,0.278384466,0.990599056,0.614550301,0.59370978,0.656549808,0.9716957,0.820442581,0.587385559,0.401095059,0.981051474,1,0.576033481,0.544066156,
Semaphorin-3C OS=Bos taurus GN=SEMA3C PE=2 SV=1,0.094600867,0.16249496,0.791125858,0.561020592,0.970996681,0.776013627,0.271466218,0.554710672,0.860024228,0.48846354,0.210530732,1,0.409648404,0.468536004,
"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3",0.204121627,0.241753889,0.174072156,0.355427844,0.29250544,0.608824883,0.27400334,0.554710672,0.964486647,0.519211678,0.752622272,1,0.783844702,0.634018658,
Signal peptide peptidase-like 2A OS=Homo sapiens GN=SPPL2A PE=1 SV=2,0.099077526,0.166471357,0.052593479,0.258749661,0.495370229,0.636245034,0.03997945,0.29701437,0.185247398,0.265435103,0.313935806,1,0.137629689,0.324116838,
Kazal-type serine protease inhibitor domain-containing protein 1 OS=Homo sapiens GN=KAZALD1 PE=1 SV=1,0.011365774,0.057083189,0.22218592,0.380439096,0.681258474,0.690027636,0.975705412,0.820970569,0.795963466,0.468936558,0.189965925,1,0.66997836,0.581589796,
Cadherin-5 OS=Bos taurus GN=CDH5 PE=2 SV=1,0.908439374,0.580427661,0.80367215,0.562933647,0.793880726,0.724613859,0.948919653,0.820442581,0.836525845,0.482527329,0.946783034,1,0.825747409,0.650182718,
Nucleosome assembly protein 1-like 1 OS=Bos taurus GN=NAP1L1 PE=2 SV=1,0.236124022,0.263216249,0.456036656,0.465021932,0.082096611,0.608824883,0.72855936,0.760359074,0.011005371,0.157402841,0.484896319,1,0.502918332,0.520753565,
"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens GN=ECI1 PE=1 SV=1",0.161280698,0.215690691,0.449072007,0.463716386,0.333783803,0.608824883,0.282827955,0.555770321,0.322464143,0.319502222,0.256098938,1,0.678367942,0.586131075,
Coagulation factor IX (Fragment) OS=Bos taurus GN=F9 PE=1 SV=1,0.25602288,0.274791113,0.081596083,0.290252089,0.732057979,0.704239514,0.145022914,0.46369146,0.943208654,0.511575921,0.09224029,1,0.232604505,0.402269682,
Zinc finger protein DZIP1 OS=Homo sapiens GN=DZIP1 PE=1 SV=1,0.217398155,0.250270742,0.246020806,0.390551576,0.175258992,0.608824883,0.603899966,0.706859546,0.450341155,0.357406304,0.197557078,1,0.125555596,0.308353662,
40S ribosomal protein S20 OS=Bos taurus GN=RPS20 PE=3 SV=1,0.818615152,0.546206748,0.780089663,0.557814816,0.115488305,0.608824883,0.450063631,0.63580797,0.112112615,0.232556846,0.380833776,1,0.276813413,0.422254837,
Acidic mammalian chitinase OS=Bos taurus GN=CHIA PE=1 SV=1,1,0.603998173,1,0.615516737,0.373900966,0.608824883,0.195664749,0.508470648,0.373900966,0.33272913,0.195664749,1,0.936132247,0.681304722,
Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4,0.2321766,0.260702783,0.405347847,0.445649174,0.469318697,0.629530506,0.734208695,0.760359074,0.649738384,0.419562732,0.359083351,1,0.374569271,0.452141063,
Protein prune homolog 2 OS=Homo sapiens GN=PRUNE2 PE=1 SV=3,0.033677673,0.093366218,0.840204948,0.575021352,0.500566231,0.636245034,0.315178871,0.574608544,0.471546282,0.364556923,0.299688098,1,0.357056323,0.452141063,
Bone morphogenetic protein 15 OS=Homo sapiens GN=BMP15 PE=1 SV=2,0.157640802,0.211742118,0.244880944,0.390551576,0.954794184,0.77052245,0.779421521,0.771771122,0.206021101,0.279001777,0.518314607,1,0.738760433,0.614738733,
Proteasome subunit beta type-8 OS=Homo sapiens GN=PSMB8 PE=1 SV=3,0.601523127,0.458645108,0.062259259,0.277877122,0.564291734,0.648166859,0.968933461,0.820442581,0.184110894,0.265358487,0.551576618,1,0.699535161,0.595699775,
Interleukin-2 receptor subunit alpha OS=Homo sapiens GN=IL2RA PE=1 SV=1,0.652014479,0.48015553,0.737772985,0.54714372,0.759045325,0.710233569,0.214198811,0.517702994,0.525955566,0.379892812,0.373900966,1,0.121631659,0.308353662,
Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,0.0265363,0.081470603,0.736830664,0.54714372,0.096097724,0.608824883,0.388008009,0.609393565,0.104569365,0.232556846,0.415475816,1,0.480814425,0.506841122,
Gremlin-2 OS=Homo sapiens GN=GREM2 PE=1 SV=1,0.136703192,0.198009046,0.749173948,0.550280021,0.133684722,0.608824883,0.747514724,0.766032536,0.334978954,0.322637637,0.570456889,1,0.129697236,0.314480775,
Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1,0.179330374,0.226396562,0.221339209,0.380115566,0.13327265,0.608824883,0.40981766,0.618379065,0.844283219,0.484395117,0.179682457,1,0.09825933,0.294627543,
Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2,0.876271395,0.569431431,0.159146075,0.349561758,0.587847627,0.655737979,0.176459591,0.49005937,0.22898452,0.283655026,0.83867997,1,0.245044771,0.408839324,
Cadherin-10 OS=Homo sapiens GN=CDH10 PE=1 SV=2,0.358426772,0.33058308,0.374112101,0.436158625,0.116304429,0.608824883,0.116304429,0.435178604,0.373900966,0.33272913,0.373900966,1,1,0.695723174,
Chitinase-3-like protein 1 OS=Bos taurus GN=CHI3L1 PE=1 SV=3,0.586549183,0.451277069,0.626953439,0.5146059,0.280276902,0.608824883,0.908996177,0.810180476,0.746286069,0.45323337,0.659496058,1,0.30891731,0.434384446,
Metastasis-suppressor KiSS-1 OS=Homo sapiens GN=KISS1 PE=1 SV=4,0.038536653,0.098864979,0.035959572,0.246646372,0.989797543,0.776795211,0.029291343,0.264227307,0.038442932,0.202796792,0.992492992,1,0.031599381,0.222756062,
Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens GN=PTPRS PE=1 SV=3,0.841179378,0.556043158,0.605615611,0.507865373,0.97314328,0.776013627,0.626553765,0.710955626,0.49634429,0.371927722,0.933545021,1,0.556925395,0.539745483,
Complement component C9 OS=Bos taurus GN=C9 PE=2 SV=1,0.373900966,0.336444319,1,0.615516737,0.373900966,0.608824883,1,0.825463997,0.373900966,0.33272913,1,1,0.373900966,0.452141063,
Ataxin-10 OS=Bos taurus GN=ATXN10 PE=2 SV=1,0.338812159,0.318841288,0.205867776,0.370942575,0.307146729,0.608824883,0.428990499,0.625912923,0.188315957,0.265725123,0.402125835,1,0.226906275,0.40055033,
Disks large homolog 1 OS=Homo sapiens GN=DLG1 PE=1 SV=2,0.01195531,0.058590674,0.076095714,0.290252089,0.18290272,0.608824883,0.254614063,0.541085286,0.020489407,0.182274658,0.141705944,1,0.042889835,0.230857499,
Acylphosphatase-1 OS=Homo sapiens GN=ACYP1 PE=1 SV=2,0.372934209,0.336444319,0.16421673,0.353402243,0.24910809,0.608824883,0.786515393,0.773039413,0.357593644,0.328968614,0.320471332,1,0.274383163,0.419639266,
Regucalcin OS=Bos taurus GN=RGN PE=2 SV=1,0.417648342,0.356706117,0.493711795,0.479944565,0.376177719,0.608824883,0.789867342,0.774511484,0.659914999,0.422056087,0.564153847,1,0.41765765,0.473803183,
Leucyl-cystinyl aminopeptidase OS=Homo sapiens GN=LNPEP PE=1 SV=3,0.545607485,0.429110863,0.805778737,0.562933647,0.450861827,0.623814458,0.950731823,0.820442581,0.560169435,0.391807388,0.853213816,1,0.477011191,0.50563072,
Glycophorin-B OS=Homo sapiens GN=GYPB PE=1 SV=3,0.859807227,0.565122796,0.262376974,0.398855244,0.721263147,0.701898338,0.959434347,0.820442581,0.593201372,0.401783338,0.32768413,1,0.766260623,0.625421271,
40S ribosomal protein S23 OS=Bos taurus GN=RPS23 PE=2 SV=1,0.517686613,0.415280474,0.478429773,0.474270258,0.373900966,0.608824883,0.463318355,0.640210625,0.117398666,0.232556846,0.966725681,1,0.119605986,0.306784009,
Nodal modulator 2 OS=Homo sapiens GN=NOMO2 PE=1 SV=1,0.742308672,0.515788959,0.708205052,0.53854453,0.758136096,0.710233569,0.9211938,0.814488396,0.359399707,0.330012483,0.59015829,1,0.832006744,0.650276049,
Immunity-related GTPase family Q protein OS=Homo sapiens GN=IRGQ PE=1 SV=1,8.14E-06,0.003055442,0.119223322,0.324501283,0.116202875,0.608824883,0.118068821,0.435178604,0.76685788,0.461027863,0.84891346,1,0.912953952,0.674860922,
Ubiquitin-like domain-containing CTD phosphatase 1 OS=Bos taurus GN=UBLCP1 PE=2 SV=1,0.179852435,0.226745879,0.218322275,0.377946602,0.168000743,0.608824883,0.369257405,0.605416816,0.099464405,0.230303107,0.657344268,1,0.115872842,0.304456565,
Protein FAM49B OS=Bos taurus GN=FAM49B PE=2 SV=1,0.969899249,0.597135631,0.464544334,0.467893329,0.373900966,0.608824883,0.464976973,0.641634584,0.116253634,0.232556846,0.999174687,1,0.116273867,0.304456565,
cAMP-regulated phosphoprotein 19 OS=Bos taurus GN=ARPP19 PE=1 SV=2,0.011980012,0.058590674,0.028512683,0.240633722,0.059174518,0.608824883,0.755245472,0.766346929,0.041200146,0.202796792,0.251584359,1,0.077181937,0.27332369,
26S proteasome non-ATPase regulatory subunit 13 OS=Bos taurus GN=PSMD13 PE=2 SV=1,0.372019046,0.336444319,0.513494293,0.482747644,0.146624718,0.608824883,0.151939128,0.469176108,0.524134797,0.379892812,0.314240585,1,0.089879304,0.283055045,
Methylosome protein 50 OS=Homo sapiens GN=WDR77 PE=1 SV=1,0.085487598,0.153697588,0.584327159,0.499804372,0.195868322,0.608824883,0.218976189,0.517702994,0.177223051,0.263825603,0.199434881,1,0.997042713,0.695723174,
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Bos taurus GN=PIN4 PE=2 SV=1,0.622688419,0.468978876,0.973405986,0.609909904,0.971175325,0.776013627,0.732069105,0.760359074,0.943763698,0.511575921,0.753955989,1,0.702502585,0.597271096,
"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1 OS=Homo sapiens GN=LRIT1 PE=2 SV=1",0.009695232,0.055177748,0.277631909,0.402745676,0.351620697,0.608824883,0.099440703,0.427175583,0.600439653,0.403522618,0.32015244,1,0.15027884,0.335659888,
Tumor necrosis factor receptor superfamily member 11A OS=Homo sapiens GN=TNFRSF11A PE=1 SV=1,0.193564415,0.236608738,0.048452385,0.246646372,0.018273338,0.608824883,0.20558448,0.517702994,0.001269593,0.078824746,0.287698741,1,0.127546366,0.311393469,
Eukaryotic translation initiation factor 4E OS=Bos taurus GN=EIF4E PE=2 SV=2,0.168605913,0.219452993,0.213750014,0.375184971,0.492843076,0.636245034,0.126387163,0.444925776,0.398251019,0.339446971,0.547575582,1,0.368583165,0.452141063,
Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens GN=NFKB1 PE=1 SV=2,0.689708398,0.497557687,0.451447333,0.464323731,0.543475426,0.640674953,0.663207669,0.730256933,0.938761152,0.511390428,0.29543488,1,0.355281881,0.452141063,
Non-histone chromosomal protein HMG-17 OS=Bos taurus GN=HMGN2 PE=1 SV=2,0.018587972,0.070681292,0.490620967,0.479853201,0.178922589,0.608824883,0.175908108,0.49005937,0.193954642,0.27087815,0.252518786,1,0.285767649,0.423668947,
"Dynein heavy chain 8, axonemal OS=Homo sapiens GN=DNAH8 PE=1 SV=2",0.317593917,0.308457474,0.077313055,0.290252089,0.907232902,0.760123616,0.049447976,0.326967603,0.22214774,0.282553041,0.170642751,1,0.075634112,0.273146728,
Testis-specific serine/threonine-protein kinase 4 OS=Homo sapiens GN=TSSK4 PE=1 SV=1,0.14433393,0.202957353,0.143865562,0.337125385,0.948791226,0.769326608,0.016201074,0.210941313,0.304843623,0.313967612,0.109206126,1,0.051576404,0.246119379,
Olfactory receptor 13C4 OS=Homo sapiens GN=OR13C4 PE=3 SV=1,0.663624307,0.484795762,0.951371979,0.602518914,0.749198827,0.706185602,0.367377402,0.605416816,0.738159264,0.449990778,0.323155287,1,0.26059072,0.416585467,
Kinesin light chain 2 OS=Homo sapiens GN=KLC2 PE=1 SV=1,0.283736284,0.289389146,0.281601093,0.402745676,0.990127087,0.776795211,0.845234906,0.790564813,0.301454685,0.31233892,0.469165196,1,0.856294745,0.65772706,
LIM and senescent cell antigen-like-containing domain protein 2 OS=Homo sapiens GN=LIMS2 PE=1 SV=1,0.093833724,0.161764952,0.56381038,0.49274886,0.17244081,0.608824883,0.490429626,0.649585585,0.11564038,0.232556846,0.351288806,1,0.532193447,0.529931478,
Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=1 SV=2,0.772710766,0.528944676,0.290577093,0.404047194,0.122556112,0.608824883,0.403651012,0.616361488,0.077089354,0.22549375,0.633340281,1,0.089213543,0.283055045,
High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3,0.694546895,0.499604665,0.206792455,0.370942575,0.244629624,0.608824883,0.358901093,0.601541184,0.077305386,0.22549375,0.1418421,1,0.90739333,0.672200066,
Heme-binding protein 1 OS=Homo sapiens GN=HEBP1 PE=1 SV=1,0.080278626,0.147196149,0.259391787,0.396558083,0.038324017,0.608824883,0.602553326,0.705937568,0.009756794,0.145832697,0.117917416,1,0.048214361,0.23982284,
LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens GN=LIMS1 PE=1 SV=4,0.999626029,0.603998173,0.951253176,0.602518914,0.361073901,0.608824883,0.559680414,0.682950656,0.353554251,0.328968614,0.465921681,1,0.316370229,0.438492621,
Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3,0.055641546,0.118477674,0.155335517,0.34682986,0.638245723,0.672182494,0.052984342,0.33968071,0.231153459,0.28367715,0.907757096,1,0.20943665,0.386512437,
Transforming growth factor beta-1 OS=Homo sapiens GN=TGFB1 PE=1 SV=2,0.742329342,0.515788959,0.737859788,0.54714372,0.582715067,0.655737979,0.932485382,0.81784143,0.70521684,0.436921595,0.806652739,1,0.624664842,0.564237801,
Histone-binding protein RBBP4 OS=Bos taurus GN=RBBP4 PE=1 SV=3,0.144377901,0.202957353,0.97296362,0.609909904,0.80795223,0.730738179,0.657479079,0.726303654,0.887250586,0.497124436,0.67771049,1,0.692136026,0.592241689,
Sialate O-acetylesterase OS=Homo sapiens GN=SIAE PE=1 SV=1,0.316964126,0.308328423,0.22987763,0.383991742,0.270164065,0.608824883,0.266524193,0.552300816,0.952864365,0.515125207,0.965404519,1,0.987874498,0.695723174,
Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1,0.63993429,0.476914747,0.394537648,0.442381387,0.372985881,0.608824883,0.312925591,0.574608544,0.97908451,0.522648746,0.592397664,1,0.566177531,0.540028072,
Sushi domain-containing protein 5 OS=Homo sapiens GN=SUSD5 PE=1 SV=3,0.611980352,0.463558665,0.011343422,0.16805672,0.152343051,0.608824883,0.041349794,0.301867819,0.007291407,0.132803301,0.800641242,1,0.112994242,0.304456565,
Amphiregulin OS=Homo sapiens GN=AREG PE=1 SV=2,0.196532261,0.237632211,0.596550553,0.504305099,0.627257913,0.668548072,0.78098376,0.772397168,0.784023218,0.465983649,0.879174572,1,0.99326169,0.695723174,
"Glycogen phosphorylase, liver form OS=Homo sapiens GN=PYGL PE=1 SV=4",0.004367158,0.042933682,0.126895307,0.326509463,0.339206125,0.608824883,0.991007598,0.825463997,0.35704239,0.328968614,0.53008995,1,0.340254448,0.448129395,
Hyaluronan and proteoglycan link protein 3 OS=Homo sapiens GN=HAPLN3 PE=2 SV=1,0.096423211,0.164353538,0.042013559,0.246646372,0.633030913,0.668548072,0.111761398,0.435178604,0.058762076,0.212066019,0.561548622,1,0.154433599,0.335717615,
Flavin reductase (NADPH) OS=Bos taurus GN=BLVRB PE=1 SV=2,0.440880216,0.370049947,0.263339604,0.398855244,0.734132728,0.704239514,0.855692158,0.791725198,0.313847015,0.316338415,0.328790574,1,0.87329512,0.662137741,
Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=4,0.634718679,0.47417498,0.237353539,0.38873994,0.668488306,0.687024569,0.476815022,0.643226118,0.483407525,0.368781616,0.238357954,1,0.368766257,0.452141063,
Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2,0.057595907,0.122076532,0.373900966,0.436158625,0.994195622,0.776795211,0.373900966,0.605416816,0.373900966,0.33272913,1,1,0.373900966,0.452141063,
Sorting nexin-12 OS=Homo sapiens GN=SNX12 PE=1 SV=3,0.176070067,0.224736711,0.510889753,0.482747644,0.284631976,0.608824883,0.436882942,0.626656693,0.085118339,0.230303107,0.342506052,1,0.606628561,0.556663524,
Sorting nexin-3 OS=Homo sapiens GN=SNX3 PE=1 SV=3,0.193081043,0.236330482,0.109115993,0.318481235,0.357992842,0.608824883,0.854882387,0.791725198,0.304980127,0.313967612,0.050488936,1,0.364313903,0.452141063,
Solute carrier organic anion transporter family member 1B3 OS=Homo sapiens GN=SLCO1B3 PE=1 SV=1,0.572080145,0.442775473,0.155792784,0.34682986,0.675257662,0.688024784,0.874613343,0.798817471,0.299248881,0.311252134,0.25512448,1,0.821124909,0.648887684,
Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2,0.286081465,0.290200663,0.925615847,0.597457183,0.490587672,0.636071801,0.12025507,0.435178604,0.475594482,0.366633082,0.117294607,1,0.992786174,0.695723174,
Kinase suppressor of Ras 1 OS=Homo sapiens GN=KSR1 PE=1 SV=3,0.332879781,0.317133951,0.020715777,0.221691916,0.962566499,0.773649819,0.080412004,0.401411614,0.115128592,0.232556846,0.194165085,1,0.321880331,0.440085004,
Protein SCAF11 OS=Homo sapiens GN=SCAF11 PE=1 SV=2,0.417059123,0.356706117,0.041926897,0.246646372,0.832627173,0.74302403,0.052233311,0.33968071,0.043962149,0.202796792,0.968763736,1,0.052486035,0.246119379,
ATM interactor OS=Homo sapiens GN=ATMIN PE=1 SV=2,0.000750523,0.019822028,0.983961555,0.613332878,0.975931355,0.776013627,0.695609851,0.746412369,0.981423497,0.522655949,0.698027031,1,0.831175636,0.650276049,
Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1 PE=1 SV=2,0.979176827,0.600049172,0.89241034,0.588809055,0.541364963,0.640674953,0.769473549,0.769595879,0.424398081,0.350248336,0.601191499,1,0.306961561,0.433927245,
Soluble calcium-activated nucleotidase 1 OS=Homo sapiens GN=CANT1 PE=1 SV=1,0.166349563,0.217434927,0.555558418,0.492601677,0.157423594,0.608824883,0.553161795,0.679605586,0.34965594,0.328510304,0.69597444,1,0.904511317,0.672200066,
Secernin-2 OS=Homo sapiens GN=SCRN2 PE=1 SV=3,0.97106795,0.597457123,0.609381303,0.509209511,0.630791061,0.668548072,0.726413451,0.760359074,0.778713378,0.46423989,0.440784183,1,0.557440303,0.539745483,
"Hydroxymethylglutaryl-CoA synthase, mitochondrial OS=Homo sapiens GN=HMGCS2 PE=1 SV=1",0.670016522,0.488073847,0.404228263,0.445649174,0.444193477,0.622806778,0.622160541,0.709785275,0.312819301,0.316119194,0.897880425,1,0.360878185,0.452141063,
General transcription factor II-I repeat domain-containing protein 2B OS=Homo sapiens GN=GTF2IRD2B PE=1 SV=1,0.47669549,0.393675159,0.048025141,0.246646372,0.35825851,0.608824883,0.156392212,0.478249625,0.171922609,0.260833209,0.564098092,1,0.483372819,0.508636284,
Growth/differentiation factor 9 OS=Bos taurus GN=GDF9 PE=2 SV=1,0.536546996,0.423788299,0.494346559,0.479944565,0.638833261,0.672206925,0.129339764,0.448766312,0.679906539,0.4295546,0.620345557,1,0.251225436,0.413320769,
Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens GN=LAMP2 PE=1 SV=2,0.62508307,0.470016289,0.468694905,0.470449333,0.478400076,0.63592952,0.623065695,0.709785275,0.299132915,0.311252134,0.94341408,1,0.34647434,0.451209589,
Matrix Gla protein OS=Homo sapiens GN=MGP PE=1 SV=2,0.134302707,0.195143777,0.621754936,0.513328848,0.344347534,0.608824883,0.8104112,0.778212146,0.178386268,0.263825603,0.687967482,1,0.201817561,0.381573723,
"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ACAP1 PE=1 SV=1",0.870207824,0.568320863,0.426499189,0.453900762,0.49735528,0.636245034,0.461074916,0.639489144,0.210968531,0.279213758,0.787216034,1,0.199350043,0.380285736,
